workerid,proliferate.condition,correct_answer,duration,is_correct,name,num_fails,prompt,response,response_type,type,error
404,pedagogical-1,NA,74.014,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I was a scientist that was sent to another planet to learn about its animals, plants, and objects. On this new planet, I meet another scientist that knows about the planet already. They showed me an object named a ""wug"" which when squeezed, squeaked.",freeform,followup,
432,accidental-1,Linda,4.865,,botcaptcha,0,"David says to Linda: ""It's a beautiful day, isn't it?"" Who is David talking to?",['Linda'],freeform,attention,
432,accidental-1,tiger,9.788,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
432,accidental-1,,4.238,,,,,,,introduction,
432,accidental-1,NA,8.006,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has purple petals?,0.78,slider,followup,
432,accidental-1,dax,2.709,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
432,accidental-1,NA,5.32,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
432,accidental-1,NA,10.828,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,no,mc,followup,
432,accidental-1,just_arrived,5.382,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
432,accidental-1,NA,19.746,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",There was a new researcher on the planet who found a dax and learned that it has purple petals,freeform,followup,
307,accidental-1,Margaret,7.021,,botcaptcha,0,"Thomas says to Margaret: ""It's a beautiful day, isn't it?"" Who is Thomas talking to?",['Margaret'],freeform,attention,
307,accidental-1,shadow,8.789,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Shadow,freeform,attention,
307,accidental-1,,18.563,,,,,,,introduction,
307,accidental-1,NA,9.542,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has purple petals?,0.68,slider,followup,
307,accidental-1,dax,4.102,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
307,accidental-1,NA,3.505,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
307,accidental-1,NA,5.161,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,no,mc,followup,
307,accidental-1,just_arrived,4.965,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
307,accidental-1,NA,18.891,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","A new researched finds a plant called a ""dax"" and discovers it has purple petals",freeform,followup,
415,accidental-1,Linda,6.096,,botcaptcha,0,"William says to Linda: ""It's a beautiful day, isn't it?"" Who is William talking to?",['Linda'],freeform,attention,
415,accidental-1,shadow,13.317,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
415,accidental-1,,5.002,,,,,,,introduction,
415,accidental-1,NA,8.985,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.73,slider,followup,
415,accidental-1,dax,5.641,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
415,accidental-1,NA,6.052,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
415,accidental-1,NA,7.711,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,no,mc,followup,
415,accidental-1,just_arrived,6.892,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
415,accidental-1,NA,46.002,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",a researcher that is new and hadn't observed anything here finds a dax and observes it has green feathers,freeform,followup,
366,accidental-1,Mary,12.247,,botcaptcha,0,"James says to Mary: ""It's a beautiful day, isn't it?"" Who is James talking to?",['Mary'],freeform,attention,
366,accidental-1,shadow,14.915,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
366,accidental-1,,9.866,,,,,,,introduction,
366,accidental-1,NA,7.512,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has purple petals?,0.48,slider,followup,
366,accidental-1,dax,4.907,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
366,accidental-1,NA,4.334,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
366,accidental-1,NA,9.755,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,no,mc,followup,
366,accidental-1,just_arrived,7.016,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
366,accidental-1,NA,19.78,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",The new researcher came across a plant called a dax and the dax sprouted purple petals.,freeform,followup,
426,accidental-1,Susan,24.141,,botcaptcha,0,"John says to Susan: ""It's a beautiful day, isn't it?"" Who is John talking to?",['Susan'],freeform,attention,
426,accidental-1,shadow,33.125,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Shadow,freeform,attention,
426,accidental-1,,48.741,,,,,,,introduction,
426,accidental-1,NA,17.672,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has purple petals?,0.86,slider,followup,
426,accidental-1,wug,7.25,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
426,accidental-1,NA,5.865,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
426,accidental-1,NA,9.076,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,no,mc,followup,
426,accidental-1,just_arrived,11.134,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
426,accidental-1,NA,101.522,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",I am a researcher and I have arrived on a new plant to make observations of the animal and plant life. I meet another new researcher and we discover a new plant life called a Wug which has purple petals.,freeform,followup,
313,accidental-1,Barbara,7.295,,botcaptcha,0,"William says to Barbara: ""It's a beautiful day, isn't it?"" Who is William talking to?",['Barbara'],freeform,attention,
313,accidental-1,shadow,13.02,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
313,accidental-1,,14.773,,,,,,,introduction,
313,accidental-1,NA,6.402,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has purple petals?,0.93,slider,followup,
313,accidental-1,wug,4.991,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
313,accidental-1,NA,4.706,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
313,accidental-1,NA,5.771,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,no,mc,followup,
313,accidental-1,just_arrived,9.754,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
313,accidental-1,NA,31.739,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I met a new researcher who told me they knew nothing about the plants on the planet. Together we saw a plant, which we learned was a wug, and saw it flower with purple leaves.",freeform,followup,
421,accidental-1,Mary,6.913,,botcaptcha,0,"Joseph says to Mary: ""It's a beautiful day, isn't it?"" Who is Joseph talking to?",['Mary'],freeform,attention,
421,accidental-1,shadow,24.901,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
421,accidental-1,,30.471,,,,,,,introduction,
421,accidental-1,NA,16.908,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has green feathers?,0.56,slider,followup,
421,accidental-1,fep,4.246,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
421,accidental-1,NA,3.56,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
421,accidental-1,NA,6.769,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,no,mc,followup,
421,accidental-1,just_arrived,6.342,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
421,accidental-1,NA,93.617,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I ""met"" a new scientist on an alien planet. We looked at a new animal on the planet, a bird-looking animal called Fep. This animal stretched its wings and we could see green feathers. I was asked a few questions about this scenario to test my memory.",freeform,followup,
297,accidental-1,Linda,7.339,,botcaptcha,0,"John says to Linda: ""It's a beautiful day, isn't it?"" Who is John talking to?",['Linda'],freeform,attention,
297,accidental-1,shadow,10.243,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
297,accidental-1,,6.034,,,,,,,introduction,
297,accidental-1,NA,7.548,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.5,slider,followup,
297,accidental-1,fep,4.881,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
297,accidental-1,NA,5.397,True,generic_endorsement,,Would you say the following is true?,no,mc,followup,
297,accidental-1,NA,6.821,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,no,mc,followup,
297,accidental-1,just_arrived,8.263,False,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
297,accidental-1,NA,40.51,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","The researcher found something (a plant) they didn't know and named it Fep, they then saw purple petals, but since they had language for that already, they must have already found purple petals somewhere else. ",freeform,followup,
371,accidental-1,Patricia,7.375,,botcaptcha,0,"Joseph says to Patricia: ""It's a beautiful day, isn't it?"" Who is Joseph talking to?",['Patricia'],freeform,attention,
371,accidental-1,shadow,12.586,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
371,accidental-1,,8.829,,,,,,,introduction,
371,accidental-1,NA,12.507,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.66,slider,followup,
371,accidental-1,wug,5.986,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
371,accidental-1,NA,8.552,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
371,accidental-1,NA,8.481,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,no,mc,followup,
371,accidental-1,just_arrived,14.823,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
371,accidental-1,NA,53.614,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","A new researcher and myself are exploring things on a planet, this new researcher came across an unknown animal that was called ""wug"". It was revealed that this particular animal had green feathers underneath. ",freeform,followup,
285,accidental-1,Jessica,9.057,,botcaptcha,0,"David says to Jessica: ""It's a beautiful day, isn't it?"" Who is David talking to?",['Jessica'],freeform,attention,
285,accidental-1,tiger,41.202,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
285,accidental-1,,9.224,,,,,,,introduction,
285,accidental-1,NA,6.222,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it squeaks?,0.98,slider,followup,
285,accidental-1,fep,5.182,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
285,accidental-1,NA,4.094,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
285,accidental-1,NA,6.017,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could squeak before you observed it together?,no,mc,followup,
285,accidental-1,just_arrived,7.048,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
285,accidental-1,NA,49.505,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",You arrive to a planet and meet another scientist bear thing that just arrived. Together you see a fep and discover that it squeaks.,freeform,followup,
409,accidental-1,Patricia,9.739,,botcaptcha,0,"Charles says to Patricia: ""It's a beautiful day, isn't it?"" Who is Charles talking to?",['Patricia'],freeform,attention,
409,accidental-1,shadow,13.593,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
409,accidental-1,,41.789,,,,,,,introduction,
409,accidental-1,NA,13.172,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it squeaks?,0.82,slider,followup,
409,accidental-1,fep,6.105,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
409,accidental-1,NA,3.738,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
409,accidental-1,NA,6.616,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could squeak before you observed it together?,no,mc,followup,
409,accidental-1,just_arrived,10.65,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
409,accidental-1,NA,35.66,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",There was a new researcher who just arrived and made a new discovery of this object called a fep who is purple and white and also squeaks. ,freeform,followup,
342,accidental-1,Patricia,6.174,,botcaptcha,0,"Michael says to Patricia: ""It's a beautiful day, isn't it?"" Who is Michael talking to?",['Patricia'],freeform,attention,
342,accidental-1,tiger,8.319,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
342,accidental-1,,3.39,,,,,,,introduction,
342,accidental-1,NA,13.645,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it squeaks?,0.5,slider,followup,
342,accidental-1,fep,2.855,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
342,accidental-1,NA,4.705,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
342,accidental-1,NA,6.124,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could squeak before you observed it together?,no,mc,followup,
342,accidental-1,just_arrived,5.409,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
342,accidental-1,NA,63.091,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","There's new research on this planet, and they come across a ""fep"". Upon examination, they see that the ""fep"" squeaks. We rate the certainty upon encountering another ""fep"", that it will also squeak.",freeform,followup,
318,accidental-1,Barbara,5.59,,botcaptcha,0,"Robert says to Barbara: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",['Barbara'],freeform,attention,
318,accidental-1,tiger,15.377,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
318,accidental-1,,3.972,,,,,,,introduction,
318,accidental-1,NA,7.29,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has purple petals?,0.8,slider,followup,
318,accidental-1,wug,4.288,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
318,accidental-1,NA,3.835,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
318,accidental-1,NA,7.549,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,no,mc,followup,
318,accidental-1,just_arrived,5.298,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
318,accidental-1,NA,54.371,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I met a new person who was new to the planet, and had no experience with the planet's plants or animals",freeform,followup,
391,accidental-1,Linda,5.981,,botcaptcha,0,"Richard says to Linda: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Linda'],freeform,attention,
391,accidental-1,shadow,13.62,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
391,accidental-1,,7.815,,,,,,,introduction,
391,accidental-1,NA,8.39,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it squeaks?,0.5,slider,followup,
391,accidental-1,wug,2.798,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
391,accidental-1,NA,2.794,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
391,accidental-1,NA,4.794,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,no,mc,followup,
391,accidental-1,just_arrived,6.052,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
391,accidental-1,NA,52.169,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","A researcher goes to a faraway planet to learn about the plants, animals and objects. The researcher comes across an object called a ""wug"" that squeaks. ",freeform,followup,
293,accidental-1,Jennifer,5.734,,botcaptcha,0,"Robert says to Jennifer: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",['Jennifer'],freeform,attention,
293,accidental-1,shadow,11.945,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
293,accidental-1,,2.317,,,,,,,introduction,
293,accidental-1,NA,4.53,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it squeaks?,0.92,slider,followup,
293,accidental-1,dax,3.547,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
293,accidental-1,NA,2.113,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
293,accidental-1,NA,7.327,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,no,mc,followup,
293,accidental-1,just_arrived,4.91,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
293,accidental-1,NA,37.667,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","The sheep creature came to the planet not knowing anyhting about the animals or things on this planet and then came across a dax, which then squeaked which neither of us knew that it would squeak. ",freeform,followup,
456,accidental-1,Jennifer,13.533,,botcaptcha,0,"John says to Jennifer: ""It's a beautiful day, isn't it?"" Who is John talking to?",['Jennifer'],freeform,attention,
456,accidental-1,tiger,14.504,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
456,accidental-1,,14.676,,,,,,,introduction,
456,accidental-1,NA,13.897,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has green feathers?,0.83,slider,followup,
456,accidental-1,fep,8.028,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
456,accidental-1,NA,4.336,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
456,accidental-1,NA,11.6,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,no,mc,followup,
456,accidental-1,just_arrived,10.839,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
456,accidental-1,NA,100.439,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","I went to another planet were I met another researcher who just arrived to the planet, and seen a bird that had green feathers.",freeform,followup,
396,accidental-1,Patricia,5.549,,botcaptcha,0,"Richard says to Patricia: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Patricia'],freeform,attention,
396,accidental-1,shadow,5.505,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
396,accidental-1,,4.756,,,,,,,introduction,
396,accidental-1,NA,6.64,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it squeaks?,0.93,slider,followup,
396,accidental-1,fep,3.565,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
396,accidental-1,NA,2.647,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
396,accidental-1,NA,4.061,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could squeak before you observed it together?,no,mc,followup,
396,accidental-1,just_arrived,6.031,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
396,accidental-1,NA,29.238,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","A tiger said they were a new researcher who didn't know about anything on the planet. They came across a red onion looking thing called a fep, which squeaked.",freeform,followup,
377,accidental-1,Susan,25.054,,botcaptcha,1,"James says to Susan: ""It's a beautiful day, isn't it?"" Who is James talking to?","['James is talking to Susan', 'Susan']",freeform,attention,
377,accidental-1,shadow,13.383,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Shadow,freeform,attention,
377,accidental-1,,5.574,,,,,,,introduction,
377,accidental-1,NA,6.75,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has purple petals?,0.74,slider,followup,
377,accidental-1,fep,6.56,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
377,accidental-1,NA,3.855,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
377,accidental-1,NA,5.442,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,no,mc,followup,
377,accidental-1,just_arrived,6.248,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
377,accidental-1,NA,32.374,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","In this experiment a fellow researcher has just arrived to the planet and both of us examine endemic life, a flowering plant called a fep.",freeform,followup,
301,accidental-1,Barbara,6.077,,botcaptcha,0,"Michael says to Barbara: ""It's a beautiful day, isn't it?"" Who is Michael talking to?",['Barbara'],freeform,attention,
301,accidental-1,tiger,10.988,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
301,accidental-1,,2.799,,,,,,,introduction,
301,accidental-1,NA,6.454,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.48,slider,followup,
301,accidental-1,wug,3.763,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
301,accidental-1,NA,5.05,True,generic_endorsement,,Would you say the following is true?,no,mc,followup,
301,accidental-1,NA,4.764,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,no,mc,followup,
301,accidental-1,just_arrived,5.012,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
301,accidental-1,NA,16.495,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",a new reseacher discovered an animal on this new planet. ,freeform,followup,
353,accidental-1,Margaret,8.59,,botcaptcha,0,"Robert says to Margaret: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",['Margaret'],freeform,attention,
353,accidental-1,tiger,10.746,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
353,accidental-1,,4.238,,,,,,,introduction,
353,accidental-1,NA,25.325,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.75,slider,followup,
353,accidental-1,wug,3.894,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
353,accidental-1,NA,6.021,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
353,accidental-1,NA,5.952,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,no,mc,followup,
353,accidental-1,just_arrived,5.439,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
353,accidental-1,NA,50.088,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","A new researcher arrives on the planet with a whole lot of ignorance, and finds a wug (conveniently labeled) which upon closer inspection has green feathers on the underside of its wings.",freeform,followup,
438,accidental-1,Linda,10.756,,botcaptcha,0,"James says to Linda: ""It's a beautiful day, isn't it?"" Who is James talking to?",['Linda'],freeform,attention,
438,accidental-1,shadow,15.653,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
438,accidental-1,,29.217,,,,,,,introduction,
438,accidental-1,NA,10.282,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has purple petals?,0.52,slider,followup,
438,accidental-1,wug,7.039,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
438,accidental-1,NA,5.076,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
438,accidental-1,NA,7.446,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,no,mc,followup,
438,accidental-1,just_arrived,14.406,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
438,accidental-1,NA,31.292,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",A researcher found a wug and learned it can have purple petals.,freeform,followup,
288,accidental-1,Linda,4.178,,botcaptcha,0,"Joseph says to Linda: ""It's a beautiful day, isn't it?"" Who is Joseph talking to?",['Linda'],freeform,attention,
288,accidental-1,shadow,8.289,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
288,accidental-1,,5.825,,,,,,,introduction,
288,accidental-1,NA,7.336,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has purple petals?,0.76,slider,followup,
288,accidental-1,dax,4.836,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
288,accidental-1,NA,4.366,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
288,accidental-1,NA,7.243,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,no,mc,followup,
288,accidental-1,just_arrived,8.062,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
288,accidental-1,NA,28.664,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","Another researcher found a Dax, which is a previously discovered, labeled plant. The researcher seemed surprised or bemused to find that the Dax had purple petals.",freeform,followup,
