workerid,proliferate.condition,agent,botcaptcha_correct_answer,botcaptcha_duration,botcaptcha_n_fails,botcaptcha_response,character_arrival_correct_answer,character_arrival_duration,character_arrival_is_correct,character_arrival_response,followup_fails,freeform_followup_correct_answer,freeform_followup_duration,freeform_followup_is_correct,freeform_followup_response,generic_endorsement_correct_answer,generic_endorsement_duration,generic_endorsement_is_correct,generic_endorsement_response,item_name,item_presentation_condition,n_examples,name_identification_correct_answer,name_identification_duration,name_identification_is_correct,name_identification_response,object,predicted_probability_correct_answer,predicted_probability_duration,predicted_probability_is_correct,predicted_probability_response,property,sound_check_correct_answer,sound_check_duration,sound_check_is_correct,sound_check_response,speaker,total_time_taken,error
335,gen+ped,Tiger,Elizabeth,15.631,0,['Elizabeth'],been_while,16.652,True,been_while,0,NA,33.488,True,The researcher introduced me to a rep. He told me they squeak and proceeded to squeak it for me. ,NA,5.624,True,yes,fep,gen+ped,1,fep,6.735,True,fep,artifact,NA,9.656,True,0.97,squeaking,shadow,18.483,False,Shadow ,tg,226.912,
448,gen+ped,Dog,Jessica,11.74,1,"['jessuca', 'jessica']",been_while,9.216,True,been_while,0,NA,17.508,True,The dog researcher showed me a dax and that it has green feathers.,NA,2.908,True,yes,dax,gen+ped,1,dax,4.236,True,dax,bird,NA,6.01,True,0.99,green feathers,tiger,9.3,True,tiger,tg,119.819,
363,gen+ped,Tiger,Patricia,8.336,0,['Patricia'],been_while,4.978,True,been_while,0,NA,37.591,True,"A tiger explained that daxes have purple petals, and then I answered a few questions about this information and my perception of the tiger's knowledge.",NA,3.677,True,yes,dax,gen+ped,1,dax,2.504,True,dax,flower,NA,8.448,True,0.99,purple petals,tiger,13.922,True,tiger,tg,151.93,
351,gen+ped,Bear,Susan,9.028,0,['Susan'],been_while,7.313,True,been_while,0,NA,145.603,True,"The experiment had a scenario where I am speaking with an experienced researcher on a new planet.  The researcher explained how a dax plant has purple petals and knew this before approaching the plant.  Based on this experience, I had to decide how confident I am that all daxes have these purple petals.",NA,7.577,True,yes,dax,gen+ped,1,dax,4.952,True,dax,flower,NA,16.207,True,0.79,purple petals,tiger,19.903,True,tiger,mh,311.662,
407,gen+ped,Tiger,Elizabeth,9.209,0,['Elizabeth'],been_while,8.57,True,been_while,0,NA,30.303,True,We ended up on a new planet where a scientist told us about wugs and their purple petals,NA,3.961,True,yes,wug,gen+ped,1,wug,6.278,True,wug,flower,NA,5.695,True,0.98,purple petals,tiger,21.954,True,tiger,tg,175.008,
424,gen+ped,Dog,Linda,7.571,0,['Linda'],been_while,9.432,True,been_while,0,NA,57.389,True,"On a new planet, a species wanted to teach you about another species. In this case, a dog taught me about a species called a fep which has green feathers.",NA,4.92,True,yes,fep,gen+ped,1,fep,12.601,True,fep,bird,NA,14.106,True,0.77,green feathers,shadow,21.514,True,Shadow,mh,212.117,
357,gen+ped,Dog,Mary,13.473,0,['Mary'],been_while,11.819,True,been_while,0,NA,131.422,True,"In this experiment, I watched a video about a new species of animal and then was asked a few questions about what the animal looks like and what it's called.",NA,6.156,True,yes,wug,gen+ped,1,wug,7.928,True,wug,bird,NA,18.196,True,0.94,green feathers,shadow,25.175,True,shadow,sb,353.032,
383,gen+ped,Monkey,Susan,13.534,0,['Susan'],been_while,12.684,True,been_while,0,NA,131.879,True,"I was assigned to go to a new planet to learn about the animal, plants, etc. I meant a researcher whose been there for while and he showed me an animal called a Dax. On the outside the Dax is all red, but when a Dax opens their wings they have green feathers.",NA,5.786,True,yes,dax,gen+ped,1,dax,7.607,True,dax,bird,NA,21.396,True,0.98,green feathers,tiger,45.26,True,Tiger,mh,443.7,
400,gen+ped,Dog,Linda,7.453,0,['Linda'],been_while,7.316,True,been_while,0,NA,43.969,True,"You arrive at a planet as a scientist, to discover a scientist already there, researching plants. The experiments asks if you know certain statements to be true regarding the plants",NA,3.02,True,yes,dax,gen+ped,1,dax,7.034,True,dax,flower,NA,4.863,True,0.92,purple petals,shadow,13.117,True,shadow,mh,193.997,
436,gen+ped,Tiger,Barbara,14.356,0,['barbara'],been_while,10.363,True,been_while,0,NA,39.354,True,"a tiger was depicted as a researcher that hes been studying the planet for years. She introduced a ""fep"" and demonstrated how it squeeks.",NA,3.865,True,yes,fep,gen+ped,1,fep,5.175,True,fep,artifact,NA,10.531,True,1,squeaking,tiger,13.85,True,tiger,tg,302.746,
305,gen+ped,Tiger,Mary,8.959,0,['Mary'],been_while,9.669,True,been_while,0,NA,53.303,True,"Scientist arrives on new planet.  Comes into contact with another species, states ""he"" is also a scientist and shows me ""new scientist"" an animal he has observed.",NA,4.753,True,yes,dax,gen+ped,1,dax,5.091,True,dax,bird,NA,7.241,True,0.82,green feathers,shadow,25.208,True,shadow,sb,204.578,
412,gen+ped,Sheep,Susan,6.989,0,['Susan'],been_while,7.375,True,been_while,0,NA,16.628,True,New thing on a planet took you to a wug and it squeaked.,NA,3.414,True,yes,wug,gen+ped,1,wug,4.681,True,wug,artifact,NA,5.337,True,0.54,squeaking,tiger,9.596,True,tiger,tg,130.102,
322,gen+ped,Dog,Elizabeth,5.915,0,['Elizabeth'],been_while,5.016,True,been_while,0,NA,28.64,True,"An animated dog told me that the item is a ""fep"" and said that feps squeak. ",NA,3.368,True,yes,fep,gen+ped,1,fep,3.317,True,fep,artifact,NA,7.029,True,0.5,squeaking,shadow,32.435,True,shadow,tg,156.946,
418,gen+ped,Elephant,Barbara,17.193,0,['Barbara'],been_while,13.231,True,been_while,0,NA,97.519,True,I arrived on an alien planet and a researcher who has been studying on this planet for awhile showed me a species of creature called wug and demonstrated that it could squeak ,NA,7.683,True,yes,wug,gen+ped,1,wug,9.252,True,wug,artifact,NA,13.133,True,0.52,squeaking,shadow,39.414,True,Shadow,tg,357.328,
395,gen+ped,Bear,Sarah,4.538,0,['Sarah'],been_while,5.921,True,been_while,0,NA,17.152,True,the researcher on this planet showed me a dax and it has green feathers ,NA,1.787,True,yes,dax,gen+ped,1,dax,4.717,True,dax,bird,NA,4.139,True,0.81,green feathers,tiger,10.7,True,tiger,sb,117.896,
389,gen+ped,Tiger,Linda,8.502,0,['Linda'],been_while,13.884,True,been_while,0,NA,66.11,True,I was sent to another planet to discover animals and plants. Which I then met another scientist there.,NA,6.13,True,yes,fep,gen+ped,1,fep,5.241,True,fep,flower,NA,10.177,True,0.98,purple petals,tiger,44.523,True,tiger,mh,281.87,
430,gen+ped,Sheep,Sarah,6.675,0,['Sarah'],been_while,5.297,True,been_while,0,NA,54.207,True,"I answered a screening question and then had the sound of my system checked. Then I watched an animation of a scientist on a new planet introduce herself and show me a ""fep."" The ""fep"" squeaked. I was then asked follow up questions about the experience.",NA,2.582,True,yes,fep,gen+ped,1,fep,4.56,True,fep,artifact,NA,6.216,True,0.92,squeaking,tiger,12.494,True,tiger,sb,163.487,
311,gen+ped,Bear,Elizabeth,5.936,0,['Elizabeth'],been_while,6.7,True,been_while,0,NA,18.058,True,I was introduced to a new scientist who showed me a new object called a fep and he showed me that it squeaked,NA,7.069,True,yes,fep,gen+ped,1,fep,4.315,True,fep,artifact,NA,8.347,True,0.88,squeaking,shadow,8.327,True,shadow,sb,122.125,
329,gen+ped,Dog,Jennifer,57.183,0,['Jennifer'],been_while,71.368,False,just_arrived,1,NA,148.663,True,Dix ,NA,13.289,True,yes,dax,gen+ped,1,dax,13.471,True,dax,bird,NA,31.64,True,0.8,green feathers,shadow,101.685,True,shadow,tg,768.194,
317,gen+ped,Dog,Patricia,14.348,0,['Patricia'],been_while,5.184,True,been_while,0,NA,44.084,True,I met a researcher who told me about daxes and demonstrated that they squeak.,NA,3.778,True,yes,dax,gen+ped,1,dax,7.049,True,dax,artifact,NA,8.8,True,1,squeaking,tiger,14.015,True,tiger,sb,212.952,
375,gen+ped,Tiger,Susan,9.081,0,['Susan'],been_while,11.601,True,been_while,0,NA,82.703,True,"I met up with a Scientist who is also studying the plant I am currently studying, and the Scientist lead to to a plant, which is called wug, that has purple petals. They showed me not only a different plant from that planet, but a word as well.",NA,4.6,True,yes,wug,gen+ped,1,wug,5.916,True,wug,flower,NA,8.648,True,0.92,purple petals,shadow,16.334,True,Shadow,mh,263.884,
