workerid,proliferate.condition,agent,background,correct_answer,followup_name,grid_labels,item_name,item_presentation_condition,n_examples,object,options,prompt,property,response_type,show_generic,show_object,show_scene,slide_num,slider_label_l,slider_label_r,speaker,type,error
675,pedagogical-2,Sheep,10,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,2,"['artifact', ['artifact05', 'artifact04', 'artifact01', 'artifact03', 'artifact02'], 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
675,pedagogical-2,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
764,pedagogical-2,Monkey,6,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
764,pedagogical-2,Monkey,6,,,,"['dax', 'daxes']",pedagogical,2,"['flower', ['flower01', 'flower03', 'flower02', 'flower05', 'flower04'], 'purple petals']",,,,,,,,2,,,mh,object_encounter,
764,pedagogical-2,Monkey,6,,,,"['dax', 'daxes']",pedagogical,2,"['flower', ['flower01', 'flower03', 'flower02', 'flower05', 'flower04'], 'purple petals']",,,,,,,,3,,,mh,object_property,
764,pedagogical-2,,,NA,predicted_probability,,,pedagogical,2,,,Imagine that you come across another dax. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
764,pedagogical-2,,,dax,name_identification,"['vicket', 'nar', 'yem', 'zobby', 'dax', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
764,pedagogical-2,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
764,pedagogical-2,Monkey,6,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,2,"['flower', ['flower01', 'flower03', 'flower02', 'flower05', 'flower04'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
764,pedagogical-2,Monkey,6,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,2,"['flower', ['flower01', 'flower03', 'flower02', 'flower05', 'flower04'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
764,pedagogical-2,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
762,pedagogical-2,Dog,2,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
762,pedagogical-2,Dog,2,,,,"['fep', 'feps']",pedagogical,2,"['flower', ['flower02', 'flower01', 'flower05', 'flower04', 'flower03'], 'purple petals']",,,,,,,,2,,,tg,object_encounter,
762,pedagogical-2,Dog,2,,,,"['fep', 'feps']",pedagogical,2,"['flower', ['flower02', 'flower01', 'flower05', 'flower04', 'flower03'], 'purple petals']",,,,,,,,3,,,tg,object_property,
762,pedagogical-2,,,NA,predicted_probability,,,pedagogical,2,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
762,pedagogical-2,,,fep,name_identification,"['nar', 'fep', 'zobby', 'yem', 'vicket', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
762,pedagogical-2,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
762,pedagogical-2,Dog,2,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,2,"['flower', ['flower02', 'flower01', 'flower05', 'flower04', 'flower03'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
762,pedagogical-2,Dog,2,been_while,character_arrival,,"['fep', 'feps']",pedagogical,2,"['flower', ['flower02', 'flower01', 'flower05', 'flower04', 'flower03'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
762,pedagogical-2,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
748,pedagogical-2,Tiger,2,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
748,pedagogical-2,Tiger,2,,,,"['wug', 'wugs']",pedagogical,2,"['bird', ['bird01', 'bird08', 'bird06', 'bird09', 'bird02'], 'green feathers']",,,,,,,,2,,,sb,object_encounter,
748,pedagogical-2,Tiger,2,,,,"['wug', 'wugs']",pedagogical,2,"['bird', ['bird01', 'bird08', 'bird06', 'bird09', 'bird02'], 'green feathers']",,,,,,,,3,,,sb,object_property,
748,pedagogical-2,,,NA,predicted_probability,,,pedagogical,2,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
748,pedagogical-2,,,wug,name_identification,"['blus', 'yem', 'zobby', 'nar', 'wug', 'vicket']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
748,pedagogical-2,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
748,pedagogical-2,Tiger,2,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,2,"['bird', ['bird01', 'bird08', 'bird06', 'bird09', 'bird02'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
748,pedagogical-2,Tiger,2,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,2,"['bird', ['bird01', 'bird08', 'bird06', 'bird09', 'bird02'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
748,pedagogical-2,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
753,pedagogical-4,Bear,4,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
753,pedagogical-4,Bear,4,,,,"['fep', 'feps']",pedagogical,4,"['artifact', ['artifact04', 'artifact05', 'artifact03', 'artifact01', 'artifact02'], 'squeaking']",,,,,,,,2,,,tg,object_encounter,
753,pedagogical-4,Bear,4,,,,"['fep', 'feps']",pedagogical,4,"['artifact', ['artifact04', 'artifact05', 'artifact03', 'artifact01', 'artifact02'], 'squeaking']",,,,,,,,3,,,tg,object_property,
753,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another fep. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
753,pedagogical-4,,,fep,name_identification,"['fep', 'nar', 'yem', 'zobby', 'blus', 'vicket']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
753,pedagogical-4,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
753,pedagogical-4,Bear,4,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,4,"['artifact', ['artifact04', 'artifact05', 'artifact03', 'artifact01', 'artifact02'], 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
753,pedagogical-4,Bear,4,been_while,character_arrival,,"['fep', 'feps']",pedagogical,4,"['artifact', ['artifact04', 'artifact05', 'artifact03', 'artifact01', 'artifact02'], 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
753,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
739,pedagogical-4,Monkey,3,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
739,pedagogical-4,Monkey,3,,,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird09', 'bird08', 'bird02', 'bird06', 'bird01'], 'green feathers']",,,,,,,,2,,,mh,object_encounter,
739,pedagogical-4,Monkey,3,,,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird09', 'bird08', 'bird02', 'bird06', 'bird01'], 'green feathers']",,,,,,,,3,,,mh,object_property,
739,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
739,pedagogical-4,,,wug,name_identification,"['vicket', 'blus', 'nar', 'wug', 'zobby', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
739,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
739,pedagogical-4,Monkey,3,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird09', 'bird08', 'bird02', 'bird06', 'bird01'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
739,pedagogical-4,Monkey,3,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird09', 'bird08', 'bird02', 'bird06', 'bird01'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
739,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
699,pedagogical-4,Elephant,1,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
699,pedagogical-4,Elephant,1,,,,"['fep', 'feps']",pedagogical,4,"['bird', ['bird02', 'bird06', 'bird01', 'bird09', 'bird08'], 'green feathers']",,,,,,,,2,,,tg,object_encounter,
699,pedagogical-4,Elephant,1,,,,"['fep', 'feps']",pedagogical,4,"['bird', ['bird02', 'bird06', 'bird01', 'bird09', 'bird08'], 'green feathers']",,,,,,,,3,,,tg,object_property,
699,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another fep. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
699,pedagogical-4,,,fep,name_identification,"['zobby', 'vicket', 'nar', 'yem', 'blus', 'fep']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
699,pedagogical-4,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
699,pedagogical-4,Elephant,1,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,4,"['bird', ['bird02', 'bird06', 'bird01', 'bird09', 'bird08'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
699,pedagogical-4,Elephant,1,been_while,character_arrival,,"['fep', 'feps']",pedagogical,4,"['bird', ['bird02', 'bird06', 'bird01', 'bird09', 'bird08'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
699,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
737,pedagogical-4,Dog,8,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
737,pedagogical-4,Dog,8,,,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird09', 'bird06', 'bird08', 'bird01', 'bird02'], 'green feathers']",,,,,,,,2,,,mh,object_encounter,
737,pedagogical-4,Dog,8,,,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird09', 'bird06', 'bird08', 'bird01', 'bird02'], 'green feathers']",,,,,,,,3,,,mh,object_property,
737,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
737,pedagogical-4,,,wug,name_identification,"['zobby', 'blus', 'vicket', 'wug', 'nar', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
737,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
737,pedagogical-4,Dog,8,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird09', 'bird06', 'bird08', 'bird01', 'bird02'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
737,pedagogical-4,Dog,8,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['bird', ['bird09', 'bird06', 'bird08', 'bird01', 'bird02'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
737,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
769,pedagogical-4,Elephant,10,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
769,pedagogical-4,Elephant,10,,,,"['dax', 'daxes']",pedagogical,4,"['flower', ['flower05', 'flower03', 'flower04', 'flower01', 'flower02'], 'purple petals']",,,,,,,,2,,,mh,object_encounter,
769,pedagogical-4,Elephant,10,,,,"['dax', 'daxes']",pedagogical,4,"['flower', ['flower05', 'flower03', 'flower04', 'flower01', 'flower02'], 'purple petals']",,,,,,,,3,,,mh,object_property,
769,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another dax. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
769,pedagogical-4,,,dax,name_identification,"['zobby', 'yem', 'blus', 'dax', 'nar', 'vicket']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
769,pedagogical-4,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
769,pedagogical-4,Elephant,10,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,4,"['flower', ['flower05', 'flower03', 'flower04', 'flower01', 'flower02'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
769,pedagogical-4,Elephant,10,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,4,"['flower', ['flower05', 'flower03', 'flower04', 'flower01', 'flower02'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
769,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
722,pedagogical-4,Dog,4,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
722,pedagogical-4,Dog,4,,,,"['fep', 'feps']",pedagogical,4,"['artifact', ['artifact04', 'artifact01', 'artifact02', 'artifact05', 'artifact03'], 'squeaking']",,,,,,,,2,,,mh,object_encounter,
722,pedagogical-4,Dog,4,,,,"['fep', 'feps']",pedagogical,4,"['artifact', ['artifact04', 'artifact01', 'artifact02', 'artifact05', 'artifact03'], 'squeaking']",,,,,,,,3,,,mh,object_property,
722,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another fep. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
722,pedagogical-4,,,fep,name_identification,"['vicket', 'fep', 'yem', 'nar', 'blus', 'zobby']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
722,pedagogical-4,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
722,pedagogical-4,Dog,4,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,4,"['artifact', ['artifact04', 'artifact01', 'artifact02', 'artifact05', 'artifact03'], 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
722,pedagogical-4,Dog,4,been_while,character_arrival,,"['fep', 'feps']",pedagogical,4,"['artifact', ['artifact04', 'artifact01', 'artifact02', 'artifact05', 'artifact03'], 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
722,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
791,pedagogical-4,Dog,9,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
791,pedagogical-4,Dog,9,,,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact03', 'artifact02', 'artifact05', 'artifact04', 'artifact01'], 'squeaking']",,,,,,,,2,,,tg,object_encounter,
791,pedagogical-4,Dog,9,,,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact03', 'artifact02', 'artifact05', 'artifact04', 'artifact01'], 'squeaking']",,,,,,,,3,,,tg,object_property,
791,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
791,pedagogical-4,,,wug,name_identification,"['nar', 'blus', 'yem', 'wug', 'vicket', 'zobby']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
791,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
791,pedagogical-4,Dog,9,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact03', 'artifact02', 'artifact05', 'artifact04', 'artifact01'], 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
791,pedagogical-4,Dog,9,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['artifact', ['artifact03', 'artifact02', 'artifact05', 'artifact04', 'artifact01'], 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
791,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
710,pedagogical-4,Tiger,10,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
710,pedagogical-4,Tiger,10,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower04', 'flower03', 'flower05', 'flower02'], 'purple petals']",,,,,,,,2,,,sb,object_encounter,
710,pedagogical-4,Tiger,10,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower04', 'flower03', 'flower05', 'flower02'], 'purple petals']",,,,,,,,3,,,sb,object_property,
710,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
710,pedagogical-4,,,wug,name_identification,"['vicket', 'wug', 'blus', 'yem', 'zobby', 'nar']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
710,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
710,pedagogical-4,Tiger,10,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower04', 'flower03', 'flower05', 'flower02'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
710,pedagogical-4,Tiger,10,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower04', 'flower03', 'flower05', 'flower02'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
710,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
732,pedagogical-4,Sheep,4,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
732,pedagogical-4,Sheep,4,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower03', 'flower04', 'flower05', 'flower02'], 'purple petals']",,,,,,,,2,,,tg,object_encounter,
732,pedagogical-4,Sheep,4,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower03', 'flower04', 'flower05', 'flower02'], 'purple petals']",,,,,,,,3,,,tg,object_property,
732,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
732,pedagogical-4,,,wug,name_identification,"['vicket', 'wug', 'zobby', 'nar', 'yem', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
732,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
732,pedagogical-4,Sheep,4,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower03', 'flower04', 'flower05', 'flower02'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
732,pedagogical-4,Sheep,4,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower03', 'flower04', 'flower05', 'flower02'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
732,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
674,pedagogical-4,Sheep,7,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
674,pedagogical-4,Sheep,7,,,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower04', 'flower02', 'flower05', 'flower01', 'flower03'], 'purple petals']",,,,,,,,2,,,sb,object_encounter,
674,pedagogical-4,Sheep,7,,,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower04', 'flower02', 'flower05', 'flower01', 'flower03'], 'purple petals']",,,,,,,,3,,,sb,object_property,
674,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another fep. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
674,pedagogical-4,,,fep,name_identification,"['vicket', 'nar', 'yem', 'fep', 'zobby', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
674,pedagogical-4,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
674,pedagogical-4,Sheep,7,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower04', 'flower02', 'flower05', 'flower01', 'flower03'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
674,pedagogical-4,Sheep,7,been_while,character_arrival,,"['fep', 'feps']",pedagogical,4,"['flower', ['flower04', 'flower02', 'flower05', 'flower01', 'flower03'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
674,pedagogical-4,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
696,pedagogical-4,Elephant,9,,,,,pedagogical,,,,,,,,,,1,,,sb,agent_intro,
696,pedagogical-4,Elephant,9,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower02', 'flower04', 'flower05', 'flower03'], 'purple petals']",,,,,,,,2,,,sb,object_encounter,
696,pedagogical-4,Elephant,9,,,,"['wug', 'wugs']",pedagogical,4,"['flower', ['flower01', 'flower02', 'flower04', 'flower05', 'flower03'], 'purple petals']",,,,,,,,3,,,sb,object_property,
696,pedagogical-4,,,NA,predicted_probability,,,pedagogical,4,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
696,pedagogical-4,,,wug,name_identification,"['nar', 'yem', 'zobby', 'vicket', 'wug', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
696,pedagogical-4,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
