"","workerid","proliferate.condition","correct_answer","is_correct","prompt","response","response_time_in_seconds","response_type","trial_num","error"
"415",136,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","I saw a short video and my memory and predictions on the video was tested ",35.415,"freeform",5,NA
"416",65,"accidental-2",NA,"True","Would you say the following is true?","0.61",6.787,"slider",1,NA
"417",65,"accidental-2","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",4.353,"grid",2,NA
"418",65,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",6.08,"mc",3,NA
"419",65,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could have green feathers before you observed it together?","no_preknowledge",3.743,"mc",4,NA
"420",65,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","It was a animation of 2 animals they both did the same thing with the blicket. Underneath the blicket was a green feathered bird.",32.725,"freeform",5,NA
"421",109,"accidental-2",NA,"True","Would you say the following is true?","0.99",16.037,"slider",1,NA
"422",109,"accidental-2","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",10.744,"grid",2,NA
"423",109,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",11.691,"mc",3,NA
"424",109,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could squeak before you observed it together?","no_preknowledge",23.773,"mc",4,NA
"425",109,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","a lamb and a bear came here from another planet they found a dax under a sheet when they uncovered it they discovered the dax squeeks",84.414,"freeform",5,NA
"426",129,"accidental-2",NA,"True","Would you say the following is true?","1",4.542,"slider",1,NA
"427",129,"accidental-2","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",6.18,"grid",2,NA
"428",129,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",6.389,"mc",3,NA
"429",129,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could have green feathers before you observed it together?","no_preknowledge",10.766,"mc",4,NA
"430",129,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","I arrived on a planet and met two other researchers and we ran in to two ""feps"" and they both had green feathers. They both didn't know anything about Feps and were amused by the green feathers. ",40.616,"freeform",5,NA
"431",81,"accidental-2",NA,"True","Would you say the following is true?","0.98",3.736,"slider",1,NA
"432",81,"accidental-2","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",5.551,"grid",2,NA
"433",81,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",10.566,"mc",3,NA
"434",81,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could squeak before you observed it together?","no_preknowledge",12.033,"mc",4,NA
"435",81,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","Two new researchers discover a fep on a table and find out that it squeaks, information that was not previously known.",31.041,"freeform",5,NA
"436",138,"accidental-2",NA,"True","Would you say the following is true?","0.86",3.4,"slider",1,NA
"437",138,"accidental-2","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",4.226,"grid",2,NA
"438",138,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",4.725,"mc",3,NA
"439",138,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?","no_preknowledge",4.291,"mc",4,NA
"440",138,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","There were new scientists who interacted with a blicket and were surprised that it squeaked.",19.056,"freeform",5,NA
"441",101,"accidental-2",NA,"True","Would you say the following is true?","0.42",11.282,"slider",1,NA
"442",101,"accidental-2","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",7.189,"grid",2,NA
"443",101,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",11.235,"mc",3,NA
"444",101,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?","no_preknowledge",11.638,"mc",4,NA
"445",101,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","Two researchers unveiled a dax and found that they had green feathers. Then you tested to see what I interpreted the probability would be that a dax would have green feathers.",88.271,"freeform",5,NA
"446",77,"accidental-2",NA,"True","Would you say the following is true?","0.89",3.923,"slider",1,NA
"447",77,"accidental-2","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",6.002,"grid",2,NA
"448",77,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",6.502,"mc",3,NA
"449",77,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?","no_preknowledge",4.902,"mc",4,NA
"450",77,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","2 researchers came across a covered item on a table. Both said, ""oh it's a blicket."" The blicket then squeaked.",50.484,"freeform",5,NA
"451",137,"accidental-2",NA,"True","Would you say the following is true?","1",4.136,"slider",1,NA
"452",137,"accidental-2","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",9.866,"grid",2,NA
"453",137,"accidental-2","just_arrived","False","Please refer to the image below. How long has this character been doing research on this planet?","been_while",8.65,"mc",3,NA
"454",137,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could have green feathers before you observed it together?","no_preknowledge",9.185,"mc",4,NA
"455",137,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","experimenting about blicket",22.237,"freeform",5,NA
"456",133,"accidental-2",NA,"True","Would you say the following is true?","0.9",5.655,"slider",1,NA
"457",133,"accidental-2","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",5.197,"grid",2,NA
"458",133,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",7.335,"mc",3,NA
"459",133,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could have purple petals before you observed it together?","no_preknowledge",10.23,"mc",4,NA
"460",133,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","Two new researchers discovered a creature called a fep",28.702,"freeform",5,NA
"461",106,"accidental-2",NA,"True","Would you say the following is true?","0.49",9.424,"slider",1,NA
"462",106,"accidental-2","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",5.393,"grid",2,NA
"463",106,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",12.552,"mc",3,NA
"464",106,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?","no_preknowledge",10.03,"mc",4,NA
"465",106,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","2 scientists landed on the planet and saw a Dax for the first time. Both times the Dax had green feathers.",49.668,"freeform",5,NA
"466",125,"accidental-2",NA,"True","Would you say the following is true?","0.68",4.188,"slider",1,NA
"467",125,"accidental-2","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",5.151,"grid",2,NA
"468",125,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",7.281,"mc",3,NA
"469",125,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?","no_preknowledge",8.291,"mc",4,NA
"470",125,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","We observed two new researchers on a new planet uncover a new animal that they knew the name of, but not that it had green feathers.",44.109,"freeform",5,NA
"471",73,"accidental-2",NA,"True","Would you say the following is true?","0.98",8.435,"slider",1,NA
"472",73,"accidental-2","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",8.731,"grid",2,NA
"473",73,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",10.264,"mc",3,NA
"474",73,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could have purple petals before you observed it together?","no_preknowledge",10.431,"mc",4,NA
"475",73,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","It shows how you relate to unfamiliar objects.",72.502,"freeform",5,NA
"476",69,"accidental-2",NA,"True","Would you say the following is true?","0.82",6.736,"slider",1,NA
"477",69,"accidental-2","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",5.257,"grid",2,NA
"478",69,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",5.284,"mc",3,NA
"479",69,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could have purple petals before you observed it together?","no_preknowledge",5.501,"mc",4,NA
"480",69,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","We were asked to listen to two researchers discover a fep and its purple petals. We were then asked about feps with purple petals. ",57.593,"freeform",5,NA
"481",49,"accidental-2",NA,"True","Would you say the following is true?","0.68",5.324,"slider",1,NA
"482",49,"accidental-2","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",7.424,"grid",2,NA
"483",49,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",6.762,"mc",3,NA
"484",49,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could squeak before you observed it together?","no_preknowledge",4.92,"mc",4,NA
"485",49,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","How do you think of an object behaves based on others' understanding.",33.136,"freeform",5,NA
"486",132,"accidental-2",NA,"True","Would you say the following is true?","0.67",22.357,"slider",1,NA
"487",132,"accidental-2","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",4.782,"grid",2,NA
"488",132,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",7.977,"mc",3,NA
"489",132,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could squeak before you observed it together?","no_preknowledge",7.196,"mc",4,NA
"490",132,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","new researchers arrive on a planet and discover new objects, one being a fep.  both realize that the fep they have interacted with squeaks.  it was my task to determine the likelihood that all feps squeak.  based on the 2 cases, it is somewhat likely, but not at all certain that all feps squeak.",148.183,"freeform",5,NA
"491",113,"accidental-2",NA,"True","Would you say the following is true?","1",5.786,"slider",1,NA
"492",113,"accidental-2","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",7.059,"grid",2,NA
"493",113,"accidental-2","just_arrived","False","Please refer to the image below. How long has this character been doing research on this planet?","been_while",17.36,"mc",3,NA
"494",113,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could have purple petals before you observed it together?","no_preknowledge",6.168,"mc",4,NA
"495",113,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","I saw a short video of some researchers saying they didn't know anything about Daxes. And Dax has purple petals and I had to answer a few questions about it. ",107.953,"freeform",5,NA
"496",97,"accidental-2",NA,"True","Would you say the following is true?","0.98",7.474,"slider",1,NA
"497",97,"accidental-2","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",6.462,"grid",2,NA
"498",97,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",10.862,"mc",3,NA
"499",97,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could have purple petals before you observed it together?","no_preknowledge",112.428,"mc",4,NA
"500",97,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","The tiger took off the blicket and saw pedals that were the color purple.",44.084,"freeform",5,NA
"501",61,"accidental-2",NA,"True","Would you say the following is true?","0.79",7.483,"slider",1,NA
"502",61,"accidental-2","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",6.465,"grid",2,NA
"503",61,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",5.68,"mc",3,NA
"504",61,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could have green feathers before you observed it together?","no_preknowledge",6.021,"mc",4,NA
"505",61,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","I am a scientist studying species of organisms on a new planet and met two other researchers that also just arrived.  We discovered that a species called a blicket has green feathers.",44.29,"freeform",5,NA
"506",131,"accidental-2",NA,"True","Would you say the following is true?","0.95",11.267,"slider",1,NA
"507",131,"accidental-2","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",6.583,"grid",2,NA
"508",131,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",6.699,"mc",3,NA
"509",131,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a fep could squeak before you observed it together?","no_preknowledge",5.897,"mc",4,NA
"510",131,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","A researcher in a fur suit explains that they're new and then they encounter a fep and say they know nothing about feps. The researcher accidently takes off the fep's cloak and the fep squeaks at the researcher which surprises the researcher.",108.07,"freeform",5,NA
"511",117,"accidental-2",NA,"True","Would you say the following is true?","0.76",3.492,"slider",1,NA
"512",117,"accidental-2","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",7.24,"grid",2,NA
"513",117,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",5.877,"mc",3,NA
"514",117,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?","no_preknowledge",5.197,"mc",4,NA
"515",117,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","The researcher touched the blicket and the covering (blanket/cloth?) fell down. The blicket then contracted and made a squeak, surprising the researcher.",54.231,"freeform",5,NA
"516",121,"accidental-2",NA,"True","Would you say the following is true?","0.89",19.757,"slider",1,NA
"517",121,"accidental-2","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",5.459,"grid",2,NA
"518",121,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",6.329,"mc",3,NA
"519",121,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?","no_preknowledge",5.081,"mc",4,NA
"520",121,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","Two new researchers, one male and one female, arrived at a planet, one at a time.  When they touched an object under a blue covering, it was as a orange ""blinket"" that squeaked.",120.07,"freeform",5,NA
"521",130,"accidental-2",NA,"True","Would you say the following is true?","0.73",4.258,"slider",1,NA
"522",130,"accidental-2","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",6.632,"grid",2,NA
"523",130,"accidental-2","just_arrived","True","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",8.926,"mc",3,NA
"524",130,"accidental-2","no_preknowledge","True","Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?","no_preknowledge",7.669,"mc",4,NA
"525",130,"accidental-2",NA,"True","In the text box below, please describe briefly what happened in this experiment.","Two researchers told me they didn't know anything about Blickets, both squeaked.",28.536,"freeform",5,NA
"526",149,"pedagogical-1",NA,"True","Would you say the following is true?","0.99",3.536,"slider",1,NA
"527",149,"pedagogical-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",5.003,"grid",2,NA
"528",149,"pedagogical-1","been_while","True","Please refer to the image below. How long has this character been doing research on this planet?","been_while",5.907,"mc",3,NA
"529",149,"pedagogical-1","yes_preknowledge","True","Please refer to the image below. Did this character know that a fep could squeak before you observed it together?","yes_preknowledge",6.884,"mc",4,NA
"530",149,"pedagogical-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","I was shown an anthropomorphic dog scientist who revealed an alien from beneath a blanket. The alien, a fep, squeaked when the dog touched it.  That makes me think it might really just be a dog toy ",107.856,"freeform",5,NA
"531",19,"pedagogical-1",NA,"True","Would you say the following is true?","0.99",5.139,"slider",1,NA
"532",19,"pedagogical-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",5.406,"grid",2,NA
"533",19,"pedagogical-1","been_while","True","Please refer to the image below. How long has this character been doing research on this planet?","been_while",6.288,"mc",3,NA
"534",19,"pedagogical-1","yes_preknowledge","True","Please refer to the image below. Did this character know that a fep could squeak before you observed it together?","yes_preknowledge",6.415,"mc",4,NA
"535",19,"pedagogical-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","This ""alien"" met me on its planet and told me it had been doing research for a while now. On the table nearby, it said it had a ""fep"". It instructed me to watch the ""fep"" as it squeaked.",62.62,"freeform",5,NA
"536",31,"pedagogical-1",NA,"True","Would you say the following is true?","0.99",11.823,"slider",1,NA
"537",31,"pedagogical-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",7.305,"grid",2,NA
"538",31,"pedagogical-1","been_while","True","Please refer to the image below. How long has this character been doing research on this planet?","been_while",9.018,"mc",3,NA
"539",31,"pedagogical-1","yes_preknowledge","True","Please refer to the image below. Did this character know that a fep could squeak before you observed it together?","yes_preknowledge",9.752,"mc",4,NA
"540",31,"pedagogical-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","I went to another planet to do research and found that an elephant scientist was already there doing research on feps for quite some time. ",53.069,"freeform",5,NA
"541",33,"pedagogical-1",NA,"True","Would you say the following is true?","0.94",4.305,"slider",1,NA
"542",33,"pedagogical-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",9.984,"grid",2,NA
"543",33,"pedagogical-1","been_while","False","Please refer to the image below. How long has this character been doing research on this planet?","just_arrived",20.132,"mc",3,NA
"544",33,"pedagogical-1","yes_preknowledge","True","Please refer to the image below. Did this character know that a fep could have purple petals before you observed it together?","yes_preknowledge",13.615,"mc",4,NA
"545",33,"pedagogical-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","I was presented with a scenario of a tiger showing me a purple-petaled fep. Then I had to show my understanding of the situation and answer follow up questions. ",68.927,"freeform",5,NA
"546",21,"pedagogical-1",NA,"True","Would you say the following is true?","0.94",4.091,"slider",1,NA
"547",21,"pedagogical-1","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",8.075,"grid",2,NA
"548",21,"pedagogical-1","been_while","True","Please refer to the image below. How long has this character been doing research on this planet?","been_while",6.096,"mc",3,NA
"549",21,"pedagogical-1","yes_preknowledge","True","Please refer to the image below. Did this character know that a dax could have purple petals before you observed it together?","yes_preknowledge",15.621,"mc",4,NA
"550",21,"pedagogical-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","We were supposed to guess if the tiger knew the petal color before revealing it",32.376,"freeform",5,NA
"551",23,"pedagogical-1",NA,"True","Would you say the following is true?","0.71",4.955,"slider",1,NA
"552",23,"pedagogical-1","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",3.182,"grid",2,NA
"553",23,"pedagogical-1","been_while","True","Please refer to the image below. How long has this character been doing research on this planet?","been_while",3.98,"mc",3,NA
"554",23,"pedagogical-1","yes_preknowledge","True","Please refer to the image below. Did this character know that a blicket could squeak before you observed it together?","yes_preknowledge",4.22,"mc",4,NA
"555",23,"pedagogical-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","The sheep told me that it found something called a ""blicket"", a little item that squeaks. He has been doing research for a while on this planet and has awaited showing me this thing.",35.903,"freeform",5,NA
"556",145,"pedagogical-1",NA,"True","Would you say the following is true?","0.9",3.902,"slider",1,NA
"557",145,"pedagogical-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",6.107,"grid",2,NA
"558",145,"pedagogical-1","been_while","True","Please refer to the image below. How long has this character been doing research on this planet?","been_while",5.066,"mc",3,NA
"559",145,"pedagogical-1","yes_preknowledge","True","Please refer to the image below. Did this character know that a fep could have green feathers before you observed it together?","yes_preknowledge",4.88,"mc",4,NA
"560",145,"pedagogical-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","I learned about a bird named a fep that has green feathers by a researcher that has been researching there for a while.",29.045,"freeform",5,NA
"561",25,"pedagogical-1",NA,"True","Would you say the following is true?","1",6.715,"slider",1,NA
"562",25,"pedagogical-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",8.017,"grid",2,NA
"563",25,"pedagogical-1","been_while","True","Please refer to the image below. How long has this character been doing research on this planet?","been_while",13.568,"mc",3,NA
"564",25,"pedagogical-1","yes_preknowledge","True","Please refer to the image below. Did this character know that a fep could squeak before you observed it together?","yes_preknowledge",9.269,"mc",4,NA
"565",25,"pedagogical-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","tiger pressed fap and it squealed",51.025,"freeform",5,NA
"566",143,"pedagogical-1",NA,"True","Would you say the following is true?","0.93",5.692,"slider",1,NA
"567",143,"pedagogical-1","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",5.924,"grid",2,NA
"568",143,"pedagogical-1","been_while","True","Please refer to the image below. How long has this character been doing research on this planet?","been_while",18.653,"mc",3,NA
"569",143,"pedagogical-1","yes_preknowledge","True","Please refer to the image below. Did this character know that a dax could squeak before you observed it together?","yes_preknowledge",4.275,"mc",4,NA
"570",143,"pedagogical-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","I met another scientist on an alien planet.  They showed me something called a dax which squeaked when poked.",50.573,"freeform",5,NA
"571",35,"pedagogical-1",NA,"True","Would you say the following is true?","0.37",5.8,"slider",1,NA
"572",35,"pedagogical-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",5.572,"grid",2,NA
"573",35,"pedagogical-1","been_while","True","Please refer to the image below. How long has this character been doing research on this planet?","been_while",4.848,"mc",3,NA
"574",35,"pedagogical-1","yes_preknowledge","True","Please refer to the image below. Did this character know that a fep could squeak before you observed it together?","yes_preknowledge",5.772,"mc",4,NA
"575",35,"pedagogical-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","The alien told me that it knows a lot about feps. They revealed the fep and showed me that it could squeak. I answered questions on the likelihood that feps squeak.",38.298,"freeform",5,NA
"576",141,"pedagogical-1",NA,"True","Would you say the following is true?","0.58",8.38,"slider",1,NA
"577",141,"pedagogical-1","['fep']","True","What is the name of the item you learned about? Please select its name from the options below.","['fep']",8.144,"grid",2,NA
"578",141,"pedagogical-1","been_while","True","Please refer to the image below. How long has this character been doing research on this planet?","been_while",18.955,"mc",3,NA
"579",141,"pedagogical-1","yes_preknowledge","True","Please refer to the image below. Did this character know that a fep could have green feathers before you observed it together?","yes_preknowledge",8.03,"mc",4,NA
"580",141,"pedagogical-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","I imagined I was a scientist arriving at a far-away planet. I met another scientist who showed me a ""fep"" and said ""watch this"" and demonstrated that it had green feathers. Then you asked me to speculate about the feather color of other feps in addition to other questions.",113.105,"freeform",5,NA
"581",29,"pedagogical-1",NA,"True","Would you say the following is true?","0.49",8.599,"slider",1,NA
"582",29,"pedagogical-1","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",10.132,"grid",2,NA
"583",29,"pedagogical-1","just_arrived","False","Please refer to the image below. How long has this character been doing research on this planet?","been_while",44.175,"mc",3,NA
"584",29,"pedagogical-1","no_preknowledge","True","Please refer to the image below. Did this character know that a dax could have green feathers before you observed it together?","no_preknowledge",15.35,"mc",4,NA
"585",29,"pedagogical-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","It was a surprise seeing dad on a different picture from was was expected.",55.05,"freeform",5,NA
"591",18,"pedagogical-1",NA,"True","Would you say the following is true?","0.9",10.046,"slider",1,NA
"592",18,"pedagogical-1","['dax']","True","What is the name of the item you learned about? Please select its name from the options below.","['dax']",3.821,"grid",2,NA
"593",18,"pedagogical-1","been_while","True","Please refer to the image below. How long has this character been doing research on this planet?","been_while",5.258,"mc",3,NA
"594",18,"pedagogical-1","yes_preknowledge","True","Please refer to the image below. Did this character know that a dax could have purple petals before you observed it together?","yes_preknowledge",12.232,"mc",4,NA
"595",18,"pedagogical-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","I arrived at a research site on an alien planet, and a tiger showed me a native species called ""dax"" which had purple petals.",68.319,"freeform",5,NA
"596",146,"pedagogical-1",NA,"True","Would you say the following is true?","0.59",10.683,"slider",1,NA
"597",146,"pedagogical-1","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",11.291,"grid",2,NA
"598",146,"pedagogical-1","been_while","True","Please refer to the image below. How long has this character been doing research on this planet?","been_while",18.831,"mc",3,NA
"599",146,"pedagogical-1","yes_preknowledge","False","Please refer to the image below. Did this character know that a blicket could have purple petals before you observed it together?","no_preknowledge",10.558,"mc",4,NA
"600",146,"pedagogical-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","On a strange planet there is a researcher who has been observing the planet for a while. You have observed a species of plant called a blicket that has purple petals",84.948,"freeform",5,NA
"601",28,"pedagogical-1",NA,"True","Would you say the following is true?","0.51",6.278,"slider",1,NA
"602",28,"pedagogical-1","['blicket']","True","What is the name of the item you learned about? Please select its name from the options below.","['blicket']",6.122,"grid",2,NA
"603",28,"pedagogical-1","been_while","True","Please refer to the image below. How long has this character been doing research on this planet?","been_while",8.373,"mc",3,NA
"604",28,"pedagogical-1","yes_preknowledge","True","Please refer to the image below. Did this character know that a blicket could have purple petals before you observed it together?","yes_preknowledge",6.382,"mc",4,NA
"605",28,"pedagogical-1",NA,"True","In the text box below, please describe briefly what happened in this experiment.","I was shown a series of images displaying a talking tiger (who is investigating a new planet) showing me a “blicket” and its purple petals. Iw as then asked about the scenario and whether i think all blickets have purple petals",125.207,"freeform",5,NA
