workerid,proliferate.condition,agent,background,correct_answer,grid_labels,item_name,item_presentation_condition,n_examples,object,options,prompt,property,response_type,show_generic,show_scene,slide_num,slider_label_l,slider_label_r,speaker,type,error
170,pedagogical-2,Dog,3,,,"['fep', 'feps']",pedagogical,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,2,,,sb,object_encounter,
170,pedagogical-2,Dog,3,,,"['fep', 'feps']",pedagogical,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,3,,,sb,object_property,
170,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another fep. What are the chances that it squeaks?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
170,pedagogical-2,,,fep,"['nar', 'vicket', 'zobby', 'fep', 'yem', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
170,pedagogical-2,,,NA,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,False,6,,,,followup,
170,pedagogical-2,Dog,3,NA,,"['fep', 'feps']",pedagogical,2,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could squeak before you observed it together?,,mc,False,True,7,,,,followup,
170,pedagogical-2,Dog,3,been_while,,"['fep', 'feps']",pedagogical,2,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
170,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
166,pedagogical-2,Elephant,9,,,,pedagogical,,,,,,,,,1,,,tg,agent_intro,
166,pedagogical-2,Elephant,9,,,"['dax', 'daxes']",pedagogical,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,2,,,tg,object_encounter,
166,pedagogical-2,Elephant,9,,,"['dax', 'daxes']",pedagogical,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,3,,,tg,object_property,
166,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another dax. What are the chances that it squeaks?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
166,pedagogical-2,,,dax,"['yem', 'vicket', 'zobby', 'blus', 'dax', 'nar']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
166,pedagogical-2,,,NA,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,False,6,,,,followup,
166,pedagogical-2,Elephant,9,NA,,"['dax', 'daxes']",pedagogical,2,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,,mc,False,True,7,,,,followup,
166,pedagogical-2,Elephant,9,been_while,,"['dax', 'daxes']",pedagogical,2,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
166,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
198,pedagogical-2,Monkey,9,,,,pedagogical,,,,,,,,,1,,,tg,agent_intro,
198,pedagogical-2,Monkey,9,,,"['wug', 'wugs']",pedagogical,2,"['flower', 'flower01', 'purple petals']",,,,,,,2,,,tg,object_encounter,
198,pedagogical-2,Monkey,9,,,"['wug', 'wugs']",pedagogical,2,"['flower', 'flower01', 'purple petals']",,,,,,,3,,,tg,object_property,
198,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
198,pedagogical-2,,,wug,"['zobby', 'vicket', 'yem', 'nar', 'wug', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
198,pedagogical-2,,,NA,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,False,6,,,,followup,
198,pedagogical-2,Monkey,9,NA,,"['wug', 'wugs']",pedagogical,2,"['flower', 'flower01', 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,7,,,,followup,
198,pedagogical-2,Monkey,9,been_while,,"['wug', 'wugs']",pedagogical,2,"['flower', 'flower01', 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
198,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
177,pedagogical-2,Monkey,8,,,,pedagogical,,,,,,,,,1,,,tg,agent_intro,
177,pedagogical-2,Monkey,8,,,"['dax', 'daxes']",pedagogical,2,"['bird', 'bird02', 'green feathers']",,,,,,,2,,,tg,object_encounter,
177,pedagogical-2,Monkey,8,,,"['dax', 'daxes']",pedagogical,2,"['bird', 'bird02', 'green feathers']",,,,,,,3,,,tg,object_property,
177,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
177,pedagogical-2,,,dax,"['dax', 'nar', 'yem', 'vicket', 'blus', 'zobby']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
177,pedagogical-2,,,NA,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,False,6,,,,followup,
177,pedagogical-2,Monkey,8,NA,,"['dax', 'daxes']",pedagogical,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,7,,,,followup,
177,pedagogical-2,Monkey,8,been_while,,"['dax', 'daxes']",pedagogical,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
177,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
230,pedagogical-2,Bear,10,,,,pedagogical,,,,,,,,,1,,,tg,agent_intro,
230,pedagogical-2,Bear,10,,,"['fep', 'feps']",pedagogical,2,"['bird', 'bird02', 'green feathers']",,,,,,,2,,,tg,object_encounter,
230,pedagogical-2,Bear,10,,,"['fep', 'feps']",pedagogical,2,"['bird', 'bird02', 'green feathers']",,,,,,,3,,,tg,object_property,
230,pedagogical-2,,,NA,,,pedagogical,2,,,Imagine that you come across another fep. What are the chances that it has green feathers?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
230,pedagogical-2,,,fep,"['nar', 'blus', 'vicket', 'zobby', 'yem', 'fep']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
230,pedagogical-2,,,NA,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,False,6,,,,followup,
230,pedagogical-2,Bear,10,NA,,"['fep', 'feps']",pedagogical,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,,mc,False,True,7,,,,followup,
230,pedagogical-2,Bear,10,been_while,,"['fep', 'feps']",pedagogical,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
230,pedagogical-2,,,NA,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
205,accidental-2,Tiger,5,,,,accidental,,,,,,,,,1,,,sb,agent_intro,
205,accidental-2,Tiger,5,,,"['wug', 'wugs']",accidental,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,2,,,sb,object_encounter,
205,accidental-2,Tiger,5,,,"['wug', 'wugs']",accidental,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,3,,,sb,object_property,
205,accidental-2,,,NA,,,accidental,2,,,Imagine that you come across another wug. What are the chances that it squeaks?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
205,accidental-2,,,wug,"['vicket', 'nar', 'blus', 'wug', 'yem', 'zobby']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
205,accidental-2,,,NA,,"['wug', 'wugs']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,False,6,,,,followup,
205,accidental-2,Tiger,5,NA,,"['wug', 'wugs']",accidental,2,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,,mc,False,True,7,,,,followup,
205,accidental-2,Tiger,5,just_arrived,,"['wug', 'wugs']",accidental,2,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
205,accidental-2,,,NA,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
176,accidental-2,Monkey,8,,,,accidental,,,,,,,,,1,,,sb,agent_intro,
176,accidental-2,Monkey,8,,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,2,,,sb,object_encounter,
176,accidental-2,Monkey,8,,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,3,,,sb,object_property,
176,accidental-2,,,NA,,,accidental,2,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
176,accidental-2,,,dax,"['yem', 'vicket', 'zobby', 'blus', 'nar', 'dax']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
176,accidental-2,,,NA,,"['dax', 'daxes']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,False,6,,,,followup,
176,accidental-2,Monkey,8,NA,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,7,,,,followup,
176,accidental-2,Monkey,8,just_arrived,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
176,accidental-2,,,NA,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
156,accidental-2,Tiger,8,,,,accidental,,,,,,,,,1,,,mh,agent_intro,
156,accidental-2,Tiger,8,,,"['fep', 'feps']",accidental,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,2,,,mh,object_encounter,
156,accidental-2,Tiger,8,,,"['fep', 'feps']",accidental,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,3,,,mh,object_property,
156,accidental-2,,,NA,,,accidental,2,,,Imagine that you come across another fep. What are the chances that it squeaks?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
156,accidental-2,,,fep,"['vicket', 'yem', 'fep', 'zobby', 'blus', 'nar']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
156,accidental-2,,,NA,,"['fep', 'feps']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,False,6,,,,followup,
156,accidental-2,Tiger,8,NA,,"['fep', 'feps']",accidental,2,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could squeak before you observed it together?,,mc,False,True,7,,,,followup,
156,accidental-2,Tiger,8,just_arrived,,"['fep', 'feps']",accidental,2,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
156,accidental-2,,,NA,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
220,accidental-2,Monkey,8,,,,accidental,,,,,,,,,1,,,tg,agent_intro,
220,accidental-2,Monkey,8,,,"['fep', 'feps']",accidental,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,2,,,tg,object_encounter,
220,accidental-2,Monkey,8,,,"['fep', 'feps']",accidental,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,3,,,tg,object_property,
220,accidental-2,,,NA,,,accidental,2,,,Imagine that you come across another fep. What are the chances that it squeaks?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
220,accidental-2,,,fep,"['nar', 'yem', 'blus', 'fep', 'zobby', 'vicket']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
220,accidental-2,,,NA,,"['fep', 'feps']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,False,6,,,,followup,
220,accidental-2,Monkey,8,NA,,"['fep', 'feps']",accidental,2,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could squeak before you observed it together?,,mc,False,True,7,,,,followup,
220,accidental-2,Monkey,8,just_arrived,,"['fep', 'feps']",accidental,2,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
220,accidental-2,,,NA,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
181,accidental-2,Tiger,1,,,,accidental,,,,,,,,,1,,,tg,agent_intro,
181,accidental-2,Tiger,1,,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,2,,,tg,object_encounter,
181,accidental-2,Tiger,1,,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,3,,,tg,object_property,
181,accidental-2,,,NA,,,accidental,2,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
181,accidental-2,,,wug,"['wug', 'zobby', 'blus', 'nar', 'vicket', 'yem']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
181,accidental-2,,,NA,,"['wug', 'wugs']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,False,6,,,,followup,
181,accidental-2,Tiger,1,NA,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,,mc,False,True,7,,,,followup,
181,accidental-2,Tiger,1,just_arrived,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
181,accidental-2,,,NA,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
209,accidental-2,Bear,1,,,,accidental,,,,,,,,,1,,,tg,agent_intro,
209,accidental-2,Bear,1,,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,2,,,tg,object_encounter,
209,accidental-2,Bear,1,,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,3,,,tg,object_property,
209,accidental-2,,,NA,,,accidental,2,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
209,accidental-2,,,wug,"['blus', 'vicket', 'wug', 'yem', 'zobby', 'nar']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
209,accidental-2,,,NA,,"['wug', 'wugs']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,False,6,,,,followup,
209,accidental-2,Bear,1,NA,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,,mc,False,True,7,,,,followup,
209,accidental-2,Bear,1,just_arrived,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
209,accidental-2,,,NA,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
160,accidental-2,Tiger,1,,,,accidental,,,,,,,,,1,,,mh,agent_intro,
160,accidental-2,Tiger,1,,,"['dax', 'daxes']",accidental,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,2,,,mh,object_encounter,
160,accidental-2,Tiger,1,,,"['dax', 'daxes']",accidental,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,3,,,mh,object_property,
160,accidental-2,,,NA,,,accidental,2,,,Imagine that you come across another dax. What are the chances that it squeaks?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
160,accidental-2,,,dax,"['zobby', 'blus', 'dax', 'vicket', 'yem', 'nar']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
160,accidental-2,,,NA,,"['dax', 'daxes']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,False,6,,,,followup,
160,accidental-2,Tiger,1,NA,,"['dax', 'daxes']",accidental,2,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,,mc,False,True,7,,,,followup,
160,accidental-2,Tiger,1,just_arrived,,"['dax', 'daxes']",accidental,2,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
160,accidental-2,,,NA,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
218,accidental-2,Tiger,8,,,,accidental,,,,,,,,,1,,,tg,agent_intro,
218,accidental-2,Tiger,8,,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,2,,,tg,object_encounter,
218,accidental-2,Tiger,8,,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,3,,,tg,object_property,
218,accidental-2,,,NA,,,accidental,2,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
218,accidental-2,,,dax,"['zobby', 'dax', 'blus', 'vicket', 'nar', 'yem']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
218,accidental-2,,,NA,,"['dax', 'daxes']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,False,6,,,,followup,
218,accidental-2,Tiger,8,NA,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,7,,,,followup,
218,accidental-2,Tiger,8,just_arrived,,"['dax', 'daxes']",accidental,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
218,accidental-2,,,NA,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
214,accidental-2,Elephant,6,,,,accidental,,,,,,,,,1,,,tg,agent_intro,
214,accidental-2,Elephant,6,,,"['dax', 'daxes']",accidental,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,2,,,tg,object_encounter,
214,accidental-2,Elephant,6,,,"['dax', 'daxes']",accidental,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,3,,,tg,object_property,
214,accidental-2,,,NA,,,accidental,2,,,Imagine that you come across another dax. What are the chances that it squeaks?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
214,accidental-2,,,dax,"['vicket', 'yem', 'blus', 'dax', 'zobby', 'nar']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
214,accidental-2,,,NA,,"['dax', 'daxes']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,False,6,,,,followup,
214,accidental-2,Elephant,6,NA,,"['dax', 'daxes']",accidental,2,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,,mc,False,True,7,,,,followup,
214,accidental-2,Elephant,6,just_arrived,,"['dax', 'daxes']",accidental,2,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
214,accidental-2,,,NA,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
224,accidental-2,Elephant,8,,,,accidental,,,,,,,,,1,,,tg,agent_intro,
224,accidental-2,Elephant,8,,,"['dax', 'daxes']",accidental,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,2,,,tg,object_encounter,
224,accidental-2,Elephant,8,,,"['dax', 'daxes']",accidental,2,"['artifact', 'artifact01', 'squeaking']",,,,,,,3,,,tg,object_property,
224,accidental-2,,,NA,,,accidental,2,,,Imagine that you come across another dax. What are the chances that it squeaks?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
224,accidental-2,,,dax,"['vicket', 'blus', 'zobby', 'nar', 'dax', 'yem']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
224,accidental-2,,,NA,,"['dax', 'daxes']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,False,6,,,,followup,
224,accidental-2,Elephant,8,NA,,"['dax', 'daxes']",accidental,2,"['artifact', 'artifact01', 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,,mc,False,True,7,,,,followup,
224,accidental-2,Elephant,8,just_arrived,,"['dax', 'daxes']",accidental,2,"['artifact', 'artifact01', 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
224,accidental-2,,,NA,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
201,accidental-2,Sheep,1,,,,accidental,,,,,,,,,1,,,mh,agent_intro,
201,accidental-2,Sheep,1,,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,2,,,mh,object_encounter,
201,accidental-2,Sheep,1,,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,3,,,mh,object_property,
201,accidental-2,,,NA,,,accidental,2,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
201,accidental-2,,,wug,"['yem', 'vicket', 'zobby', 'blus', 'wug', 'nar']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
201,accidental-2,,,NA,,"['wug', 'wugs']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,False,6,,,,followup,
201,accidental-2,Sheep,1,NA,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,,mc,False,True,7,,,,followup,
201,accidental-2,Sheep,1,just_arrived,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
201,accidental-2,,,NA,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
172,accidental-2,Monkey,6,,,,accidental,,,,,,,,,1,,,tg,agent_intro,
172,accidental-2,Monkey,6,,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,2,,,tg,object_encounter,
172,accidental-2,Monkey,6,,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']",,,,,,,3,,,tg,object_property,
172,accidental-2,,,NA,,,accidental,2,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,False,4,0% (impossible),100% (certain),,followup,
172,accidental-2,,,wug,"['yem', 'blus', 'zobby', 'nar', 'vicket', 'wug']",,accidental,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,False,5,,,,followup,
172,accidental-2,,,NA,,"['wug', 'wugs']",accidental,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,False,6,,,,followup,
172,accidental-2,Monkey,6,NA,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,,mc,False,True,7,,,,followup,
172,accidental-2,Monkey,6,just_arrived,,"['wug', 'wugs']",accidental,2,"['bird', 'bird02', 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,True,8,,,,followup,
172,accidental-2,,,NA,,,accidental,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,False,9,,,,followup,
188,accidental-2,Monkey,2,,,,accidental,,,,,,,,,1,,,mh,agent_intro,
